ace_n_theoretical_z,0,1
-3.2905267314918945,-3.2393088492345092,-2.7694889866413477
-2.9677379253417833,-2.681290535567723,-2.7273348078648754
-2.8070337683438042,-2.6045103458997585,-2.692038656013091
-2.6968442608781262,-2.5777194085915838,-2.673424173630774
-2.6120541412292777,-2.4652853072723637,-2.6672909378149923
-2.542698819399048,-2.349584359883805,-2.639633881791876
-2.4837692932505324,-2.312553821312897,-2.4340406321549155
-2.4323790585844467,-2.269538127944766,-2.411752175816741
-2.38670773449225,-2.2035585247025793,-2.3460055711912005
-2.3455309708066743,-2.180104532167666,-2.2784023426081896
-2.3079844749459575,-2.1503530958348853,-2.2560625150200386
-2.273434650942775,-2.1291612014750654,-2.184229297768678
-2.241402727604945,-2.09518888282543,-2.1811147656572683
-2.2115178091866805,-2.091146105782424,-2.170975688314801
-2.183486528006559,-2.0812078444229556,-2.13297567452769
-2.1570727044790092,-2.079627621702779,-2.108833689943572
-2.1320832908065,-2.0702383678339604,-2.0901441531024116
-2.1083583991691084,-2.044751855736108,-2.0754256710061685
-2.085764065092352,-2.0313863994671326,-2.074537563684831
-2.0641868904004026,-2.0029466105180465,-2.073563003702491
-2.043530007439856,-1.998128648677507,-2.07004189081947
-2.0237099909349667,-1.9945904502060416,-2.0550665348421884
-2.004654461765096,-1.9925020330077703,-2.04679231331707
-1.9863002041294273,-1.9875682153589946,-1.975898179628509
-1.9685916691865946,-1.980353378268619,-1.9646296623548005
-1.951479773475859,-1.9397895200315318,-1.9570645403471558
-1.934920924887393,-1.9312209205547475,-1.9291219829498374
-1.918876226216576,-1.9196514757137282,-1.9280791135132493
-1.9033108187089973,-1.9028981694741158,-1.921051123793455
-1.8881933369885064,-1.8575705214873466,-1.8846293465156865
-1.8734954533694923,-1.8543776072740685,-1.870653767084685
-1.8591914944718684,-1.8537480530488157,-1.8590724338215965
-1.845258116755501,-1.852745599520841,-1.8490377839520935
-1.8316740304001806,-1.8419634480143112,-1.8410433177731318
-1.8184197631112666,-1.8321416975040536,-1.7914802986147689
-1.8054774570971484,-1.824440558459831,-1.76819663450165
-1.7928306937637517,-1.789572420203354,-1.7646582026493947
-1.7804643416920256,-1.770010513391211,-1.7542347546498243
-1.7683644242721612,-1.7608494487540742,-1.7368190181497072
-1.756518004011915,-1.7599027009445936,-1.7358581451305046
-1.7449130810524893,-1.7529471030625552,-1.7302155205076035
-1.7335385038417948,-1.744494803960446,-1.7286044796792923
-1.7223838902526911,-1.742045857225056,-1.7247222073752604
-1.7114395577093575,-1.7379509070323544,-1.7227918867549261
-1.7006964611109074,-1.7359701948918207,-1.7140031178192654
-1.6901461375274707,-1.7323472465088297,-1.713607795380511
-1.6797806567981286,-1.722039068797232,-1.7089766772512232
-1.6695925772881872,-1.695176592087686,-1.7054406111574953
-1.6595749061702603,-1.6765423472678933,-1.6977693429559004
-1.6497210636833615,-1.6601214917818308,-1.6941385852850994
-1.640024850899671,-1.660038053467792,-1.6934143643389605
-1.6304804205924208,-1.6580469167484302,-1.6733971725604797
-1.6210822508524085,-1.6377763814511321,-1.6673999962984336
-1.6118251211466297,-1.6363453751404875,-1.6660623239182968
-1.6027040905517569,-1.6338232896869385,-1.662785623554568
-1.5937144779287948,-1.6304244082341086,-1.6583029144973467
-1.5848518438340828,-1.6186647679153414,-1.6553040320082795
-1.5761119739866587,-1.6052060208305232,-1.6523368226776722
-1.5674908641334402,-1.6012014887152712,-1.6502142210906101
-1.5589847061722562,-1.6001348861548972,-1.6483168230836553
-1.5505898754088914,-1.59676031619092,-1.6440296828932282
-1.5423029188383173,-1.58433781196705,-1.6382553649196983
-1.5341205443525463,-1.5764726232329433,-1.638151375392935
-1.5260396107882266,-1.5599294324898523,-1.6318451440230444
-1.5180571187364948,-1.552467331545394,-1.6202811431559536
-1.510170202045823,-1.5240443739597511,-1.6096697996637608
-1.5023761199558543,-1.5240211951139162,-1.601144980993402
-1.4946722498066205,-1.5139184498551663,-1.5870186712824932
-1.4870560802731703,-1.508636185811982,-1.5713715414971765
-1.4795252050806593,-1.5023944443988992,-1.569304109298268
-1.4720773171593677,-1.4972007867400428,-1.567136039810092
-1.4647102032030621,-1.4872767442703458,-1.562371853199866
-1.4574217385976513,-1.4819641746437056,-1.5534101225279169
-1.4502098826901597,-1.458834877506098,-1.5439283561329438
-1.4430726743709013,-1.4587532954959772,-1.5288294548598123
-1.436008227944182,-1.4468875124139882,-1.5221002016446463
